"country","Year","Age","ex","Sex","edagg_1","edagg_2","edagg_3","edagg_4","edagg_5","H_1","H_2","H_3","H_4","H_5","gain_1","gain_2","gain_3","gain_4","gain_5","span_1","span_2","span_3","span_4","span_5"
"Austria",1989,0,78.66,"Women",9.89,4.52,3.11,2.44,2.05,0.12,0.06,0.04,0.03,0.03,9.44,4.72,3.15,2.36,2.36,88.1,92.82,95.97,98.33,100.69
"Austria",1990,0,78.87,"Women",9.88,4.53,3.14,2.48,2.07,0.12,0.06,0.04,0.03,0.03,9.46,4.73,3.15,2.37,2.37,88.33,93.06,96.21,98.58,100.95
"Austria",1991,0,78.98,"Women",9.83,4.49,3.09,2.43,2.03,0.12,0.06,0.04,0.03,0.03,9.48,4.74,3.16,2.37,2.37,88.46,93.2,96.36,98.73,101.1
"Austria",1992,0,79.14,"Women",9.83,4.5,3.09,2.43,2.04,0.12,0.06,0.04,0.03,0.03,9.5,4.75,3.17,2.37,2.37,88.64,93.39,96.56,98.93,101.3
"Austria",1993,0,79.34,"Women",9.82,4.45,3.03,2.37,1.98,0.12,0.06,0.04,0.03,0.02,9.52,4.76,3.17,2.38,1.59,88.86,93.62,96.79,99.17,100.76
"Austria",1994,0,79.64,"Women",9.82,4.5,3.08,2.42,2.02,0.12,0.06,0.04,0.03,0.03,9.56,4.78,3.19,2.39,2.39,89.2,93.98,97.17,99.56,101.95
"Austria",1995,0,79.95,"Women",9.61,4.42,3.04,2.39,2,0.12,0.06,0.04,0.03,0.02,9.59,4.8,3.2,2.4,1.6,89.54,94.34,97.54,99.94,101.54
"Austria",1996,0,80.08,"Women",9.57,4.38,3,2.35,1.97,0.12,0.05,0.04,0.03,0.02,9.61,4,3.2,2.4,1.6,89.69,93.69,96.89,99.29,100.89
"Austria",1997,0,80.54,"Women",9.47,4.4,3.02,2.37,1.98,0.12,0.05,0.04,0.03,0.02,9.66,4.03,3.22,2.42,1.61,90.2,94.23,97.45,99.87,101.48
"Austria",1998,0,80.82,"Women",9.39,4.34,2.99,2.35,1.96,0.12,0.05,0.04,0.03,0.02,9.7,4.04,3.23,2.42,1.62,90.52,94.56,97.79,100.21,101.83
"Austria",1999,0,80.83,"Women",9.36,4.25,2.91,2.29,1.92,0.12,0.05,0.04,0.03,0.02,9.7,4.04,3.23,2.42,1.62,90.53,94.57,97.8,100.22,101.84
"Austria",2000,0,81.09,"Women",9.36,4.27,2.93,2.31,1.94,0.11,0.05,0.04,0.03,0.02,8.92,4.05,3.24,2.43,1.62,90.01,94.06,97.3,99.73,101.35
"Austria",2001,0,81.56,"Women",9.29,4.25,2.91,2.28,1.9,0.11,0.05,0.04,0.03,0.02,8.97,4.08,3.26,2.45,1.63,90.53,94.61,97.87,100.32,101.95
"Austria",2002,0,81.66,"Women",9.17,4.2,2.88,2.26,1.89,0.11,0.05,0.04,0.03,0.02,8.98,4.08,3.27,2.45,1.63,90.64,94.72,97.99,100.44,102.07
"Austria",2003,0,81.54,"Women",9.2,4.18,2.87,2.25,1.89,0.11,0.05,0.03,0.03,0.02,8.97,4.08,2.45,2.45,1.63,90.51,94.59,97.04,99.49,101.12
"Austria",2004,0,82.09,"Women",9.19,4.21,2.9,2.28,1.91,0.11,0.05,0.04,0.03,0.02,9.03,4.1,3.28,2.46,1.64,91.12,95.22,98.5,100.96,102.6
"Austria",2005,0,82.21,"Women",9.15,4.19,2.88,2.26,1.89,0.11,0.05,0.03,0.03,0.02,9.04,4.11,2.47,2.47,1.64,91.25,95.36,97.83,100.3,101.94
"Austria",2006,0,82.63,"Women",8.98,4.14,2.85,2.24,1.88,0.11,0.05,0.03,0.03,0.02,9.09,4.13,2.48,2.48,1.65,91.72,95.85,98.33,100.81,102.46
"Austria",2007,0,82.83,"Women",8.98,4.15,2.85,2.24,1.87,0.11,0.05,0.03,0.03,0.02,9.11,4.14,2.48,2.48,1.66,91.94,96.08,98.56,101.04,102.7
"Austria",2008,0,82.95,"Women",8.91,4.1,2.82,2.23,1.86,0.11,0.05,0.03,0.03,0.02,9.12,4.15,2.49,2.49,1.66,92.07,96.22,98.71,101.2,102.86
"Austria",2009,0,82.85,"Women",9.04,4.12,2.82,2.22,1.85,0.11,0.05,0.03,0.03,0.02,9.11,4.14,2.49,2.49,1.66,91.96,96.1,98.59,101.08,102.74
"Austria",2010,0,83.12,"Women",8.98,4.1,2.81,2.21,1.85,0.11,0.05,0.03,0.03,0.02,9.14,4.16,2.49,2.49,1.66,92.26,96.42,98.91,101.4,103.06
"Austria",2011,0,83.43,"Women",8.98,4.1,2.8,2.2,1.83,0.11,0.05,0.03,0.03,0.02,9.18,4.17,2.5,2.5,1.67,92.61,96.78,99.28,101.78,103.45
"Austria",2012,0,83.28,"Women",8.85,4.02,2.75,2.17,1.81,0.11,0.05,0.03,0.03,0.02,9.16,4.16,2.5,2.5,1.67,92.44,96.6,99.1,101.6,103.27
"Austria",2013,0,83.56,"Women",8.81,4.02,2.74,2.15,1.79,0.1,0.05,0.03,0.03,0.02,8.36,4.18,2.51,2.51,1.67,91.92,96.1,98.61,101.12,102.79
"Austria",2014,0,83.73,"Women",8.97,4.05,2.75,2.16,1.79,0.11,0.05,0.03,0.03,0.02,9.21,4.19,2.51,2.51,1.67,92.94,97.13,99.64,102.15,103.82
"Austria",2015,0,83.58,"Women",8.76,3.99,2.72,2.14,1.79,0.1,0.05,0.03,0.03,0.02,8.36,4.18,2.51,2.51,1.67,91.94,96.12,98.63,101.14,102.81
"Austria",2016,0,83.94,"Women",8.87,4.04,2.75,2.16,1.8,0.11,0.05,0.03,0.03,0.02,9.23,4.2,2.52,2.52,1.68,93.17,97.37,99.89,102.41,104.09
"Austria",2017,0,83.9,"Women",8.68,3.95,2.7,2.12,1.77,0.1,0.05,0.03,0.03,0.02,8.39,4.2,2.52,2.52,1.68,92.29,96.49,99.01,101.53,103.21
"Austria",2018,0,84,"Women",8.7,3.95,2.7,2.13,1.78,0.1,0.05,0.03,0.03,0.02,8.4,4.2,2.52,2.52,1.68,92.4,96.6,99.12,101.64,103.32
"Austria",2019,0,84.2,"Women",8.7,3.93,2.67,2.1,1.76,0.1,0.05,0.03,0.02,0.02,8.42,4.21,2.53,1.68,1.68,92.62,96.83,99.36,101.04,102.72
"Belgium",1841,0,40.36,"Women",26.42,12.86,6.8,4.39,3.31,0.65,0.31,0.17,0.11,0.08,26.23,12.51,6.86,4.44,3.23,66.59,79.1,85.96,90.4,93.63
"Belgium",1842,0,38.54,"Women",26.71,13.32,6.97,4.42,3.3,0.68,0.34,0.18,0.11,0.08,26.21,13.1,6.94,4.24,3.08,64.75,77.85,84.79,89.03,92.11
"Belgium",1843,0,40.26,"Women",26.49,12.93,6.83,4.4,3.32,0.65,0.32,0.17,0.11,0.08,26.17,12.88,6.84,4.43,3.22,66.43,79.31,86.15,90.58,93.8
"Belgium",1844,0,41.75,"Women",25.57,12.06,6.38,4.15,3.12,0.6,0.29,0.15,0.1,0.07,25.05,12.11,6.26,4.18,2.92,66.8,78.91,85.17,89.35,92.27
"Belgium",1845,0,40.79,"Women",26.02,12.49,6.57,4.23,3.18,0.63,0.3,0.16,0.1,0.08,25.7,12.24,6.53,4.08,3.26,66.49,78.73,85.26,89.34,92.6
"Belgium",1846,0,38.21,"Women",26.36,13.17,6.9,4.33,3.18,0.68,0.34,0.18,0.11,0.08,25.98,12.99,6.88,4.2,3.06,64.19,77.18,84.06,88.26,91.32
"Belgium",1847,0,35.84,"Women",25.87,13.52,7.28,4.61,3.38,0.71,0.37,0.2,0.13,0.09,25.45,13.26,7.17,4.66,3.23,61.29,74.55,81.72,86.38,89.61
"Belgium",1848,0,37.91,"Women",25.4,12.78,6.89,4.44,3.33,0.66,0.33,0.18,0.12,0.09,25.02,12.51,6.82,4.55,3.41,62.93,75.44,82.26,86.81,90.22
"Belgium",1849,0,34.53,"Women",25.65,14.11,7.95,5.15,3.81,0.73,0.4,0.23,0.15,0.11,25.21,13.81,7.94,5.18,3.8,59.74,73.55,81.49,86.67,90.47
"Belgium",1850,0,42.13,"Women",25.62,12,6.33,4.16,3.18,0.6,0.28,0.15,0.1,0.07,25.28,11.8,6.32,4.21,2.95,67.41,79.21,85.53,89.74,92.69
"Belgium",1851,0,41.76,"Women",26,12.2,6.34,4.07,3.04,0.61,0.29,0.15,0.1,0.07,25.47,12.11,6.26,4.18,2.92,67.23,79.34,85.6,89.78,92.7
"Belgium",1852,0,41.72,"Women",25.98,12.18,6.34,4.1,3.11,0.62,0.29,0.15,0.1,0.07,25.87,12.1,6.26,4.17,2.92,67.59,79.69,85.95,90.12,93.04
"Belgium",1853,0,41.35,"Women",25.36,11.82,6.14,3.96,2.98,0.61,0.28,0.15,0.09,0.07,25.22,11.58,6.2,3.72,2.89,66.57,78.15,84.35,88.07,90.96
"Belgium",1854,0,40.09,"Women",26.1,12.51,6.47,4.11,3.06,0.64,0.31,0.16,0.1,0.08,25.66,12.43,6.41,4.01,3.21,65.75,78.18,84.59,88.6,91.81
"Belgium",1855,0,37.84,"Women",26.06,12.73,6.52,4.06,2.98,0.68,0.33,0.17,0.11,0.08,25.73,12.49,6.43,4.16,3.03,63.57,76.06,82.49,86.65,89.68
"Belgium",1856,0,41.14,"Women",26.36,12.38,6.38,4.11,3.1,0.63,0.3,0.15,0.1,0.07,25.92,12.34,6.17,4.11,2.88,67.06,79.4,85.57,89.68,92.56
"Belgium",1857,0,40.65,"Women",26.17,12.43,6.45,4.11,3.06,0.64,0.3,0.16,0.1,0.07,26.02,12.19,6.5,4.07,2.85,66.67,78.86,85.36,89.43,92.28
"Belgium",1858,0,40.67,"Women",25.65,12.03,6.24,4,2.99,0.62,0.29,0.15,0.1,0.07,25.22,11.79,6.1,4.07,2.85,65.89,77.68,83.78,87.85,90.7
"Belgium",1859,0,39.49,"Women",26.44,13.03,6.94,4.49,3.37,0.66,0.33,0.17,0.11,0.08,26.06,13.03,6.71,4.34,3.16,65.55,78.58,85.29,89.63,92.79
"Belgium",1860,0,45.72,"Women",24.88,11.09,5.98,4.05,3.13,0.54,0.24,0.13,0.09,0.07,24.69,10.97,5.94,4.11,3.2,70.41,81.38,87.32,91.43,94.63
"Belgium",1861,0,41.79,"Women",26.03,12.09,6.31,4.15,3.2,0.62,0.29,0.15,0.1,0.08,25.91,12.12,6.27,4.18,3.34,67.7,79.82,86.09,90.27,93.61
"Belgium",1862,0,43.62,"Women",25.7,11.56,6.04,4.02,3.12,0.58,0.26,0.14,0.09,0.07,25.3,11.34,6.11,3.93,3.05,68.92,80.26,86.37,90.3,93.35
"Belgium",1863,0,41.88,"Women",26.04,11.97,6.18,4.04,3.1,0.61,0.28,0.15,0.1,0.07,25.55,11.73,6.28,4.19,2.93,67.43,79.16,85.44,89.63,92.56
"Belgium",1864,0,40.21,"Women",26.17,12.37,6.39,4.12,3.12,0.64,0.3,0.16,0.1,0.08,25.73,12.06,6.43,4.02,3.22,65.94,78,84.43,88.45,91.67
"Belgium",1865,0,38.39,"Women",27.02,13.31,6.8,4.23,3.12,0.69,0.34,0.17,0.11,0.08,26.49,13.05,6.53,4.22,3.07,64.88,77.93,84.46,88.68,91.75
"Belgium",1866,0,33.3,"Women",25.8,14.43,8.04,5.06,3.63,0.76,0.43,0.24,0.15,0.11,25.31,14.32,7.99,4.99,3.66,58.61,72.93,80.92,85.91,89.57
"Belgium",1867,0,44.08,"Women",25.43,11.35,5.93,3.93,3.02,0.57,0.25,0.13,0.09,0.07,25.13,11.02,5.73,3.97,3.09,69.21,80.23,85.96,89.93,93.02
"Belgium",1868,0,43.53,"Women",25.84,11.63,5.99,3.9,2.97,0.59,0.26,0.14,0.09,0.07,25.68,11.32,6.09,3.92,3.05,69.21,80.53,86.62,90.54,93.59
"Belgium",1869,0,43.3,"Women",25.66,11.54,5.92,3.85,2.93,0.59,0.26,0.14,0.09,0.07,25.55,11.26,6.06,3.9,3.03,68.85,80.11,86.17,90.07,93.1
"Belgium",1870,0,41.75,"Women",25.88,12,6.19,3.98,2.98,0.61,0.28,0.15,0.09,0.07,25.47,11.69,6.26,3.76,2.92,67.22,78.91,85.17,88.93,91.85
"Belgium",1871,0,35.22,"Women",26.85,14.11,7.36,4.5,3.24,0.75,0.39,0.21,0.13,0.09,26.41,13.74,7.4,4.58,3.17,61.63,75.37,82.77,87.35,90.52
"Belgium",1872,0,41.02,"Women",26.66,12.59,6.45,4.1,3.08,0.64,0.3,0.16,0.1,0.07,26.25,12.31,6.56,4.1,2.87,67.27,79.58,86.14,90.24,93.11
"Belgium",1873,0,44.68,"Women",25.19,11.05,5.72,3.79,2.92,0.56,0.24,0.13,0.08,0.06,25.02,10.72,5.81,3.57,2.68,69.7,80.42,86.23,89.8,92.48
"Belgium",1874,0,45.82,"Women",25.12,10.99,5.8,3.92,3.05,0.54,0.24,0.13,0.08,0.07,24.74,11,5.96,3.67,3.21,70.56,81.56,87.52,91.19,94.4
"Belgium",1875,0,43.4,"Women",25.54,11.44,5.93,3.92,3.03,0.58,0.26,0.13,0.09,0.07,25.17,11.28,5.64,3.91,3.04,68.57,79.85,85.49,89.4,92.44
"Belgium",1876,0,44.88,"Women",25.16,10.9,5.52,3.57,2.7,0.55,0.24,0.12,0.08,0.06,24.68,10.77,5.39,3.59,2.69,69.56,80.33,85.72,89.31,92
"Belgium",1877,0,45.75,"Women",25.08,10.8,5.51,3.6,2.73,0.54,0.23,0.12,0.08,0.06,24.71,10.52,5.49,3.66,2.74,70.46,80.98,86.47,90.13,92.87
"Belgium",1878,0,45.62,"Women",24.84,10.62,5.4,3.52,2.68,0.54,0.23,0.12,0.08,0.06,24.63,10.49,5.47,3.65,2.74,70.25,80.74,86.21,89.86,92.6
"Belgium",1879,0,45.18,"Women",24.72,10.59,5.38,3.47,2.61,0.54,0.23,0.12,0.08,0.06,24.4,10.39,5.42,3.61,2.71,69.58,79.97,85.39,89,91.71
"Belgium",1880,0,44.01,"Women",25.8,11.41,5.87,3.88,2.99,0.58,0.26,0.13,0.09,0.07,25.53,11.44,5.72,3.96,3.08,69.54,80.98,86.7,90.66,93.74
"Belgium",1881,0,45.92,"Women",24.88,10.7,5.51,3.6,2.73,0.54,0.23,0.12,0.08,0.06,24.8,10.56,5.51,3.67,2.76,70.72,81.28,86.79,90.46,93.22
"Belgium",1882,0,47.08,"Women",24.58,10.42,5.45,3.67,2.85,0.52,0.22,0.11,0.08,0.06,24.48,10.36,5.18,3.77,2.82,71.56,81.92,87.1,90.87,93.69
"Belgium",1883,0,46.45,"Women",24.57,10.43,5.37,3.54,2.71,0.52,0.22,0.11,0.08,0.06,24.15,10.22,5.11,3.72,2.79,70.6,80.82,85.93,89.65,92.44
"Belgium",1884,0,45.72,"Women",25.12,10.9,5.68,3.78,2.91,0.54,0.24,0.12,0.08,0.06,24.69,10.97,5.49,3.66,2.74,70.41,81.38,86.87,90.53,93.27
"Belgium",1885,0,46.95,"Women",24.54,10.43,5.47,3.7,2.88,0.52,0.22,0.12,0.08,0.06,24.41,10.33,5.63,3.76,2.82,71.36,81.69,87.32,91.08,93.9
"Belgium",1886,0,44.92,"Women",25.42,11,5.63,3.71,2.85,0.56,0.24,0.12,0.08,0.06,25.16,10.78,5.39,3.59,2.7,70.08,80.86,86.25,89.84,92.54
"Belgium",1887,0,47.76,"Women",24.28,10.09,5.24,3.51,2.7,0.5,0.21,0.11,0.07,0.06,23.88,10.03,5.25,3.34,2.87,71.64,81.67,86.92,90.26,93.13
"Belgium",1888,0,46.81,"Women",24.63,10.32,5.33,3.56,2.76,0.52,0.22,0.11,0.08,0.06,24.34,10.3,5.15,3.74,2.81,71.15,81.45,86.6,90.34,93.15
"Belgium",1889,0,46.79,"Women",24.92,10.51,5.41,3.6,2.78,0.53,0.22,0.11,0.08,0.06,24.8,10.29,5.15,3.74,2.81,71.59,81.88,87.03,90.77,93.58
"Belgium",1890,0,46.12,"Women",24.66,10.45,5.41,3.6,2.77,0.53,0.22,0.12,0.08,0.06,24.44,10.15,5.53,3.69,2.77,70.56,80.71,86.24,89.93,92.7
"Belgium",1891,0,45.88,"Women",24.54,10.34,5.31,3.53,2.72,0.53,0.22,0.11,0.08,0.06,24.32,10.09,5.05,3.67,2.75,70.2,80.29,85.34,89.01,91.76
"Belgium",1892,0,44.82,"Women",24.7,10.61,5.49,3.67,2.85,0.54,0.23,0.12,0.08,0.06,24.2,10.31,5.38,3.59,2.69,69.02,79.33,84.71,88.3,90.99
"Belgium",1893,0,46.05,"Women",24.92,10.59,5.44,3.6,2.76,0.54,0.23,0.12,0.08,0.06,24.87,10.59,5.53,3.68,2.76,70.92,81.51,87.04,90.72,93.48
"Belgium",1894,0,48.69,"Women",24.02,9.88,5.16,3.47,2.68,0.49,0.2,0.1,0.07,0.05,23.86,9.74,4.87,3.41,2.43,72.55,82.29,87.16,90.57,93
"Belgium",1895,0,47.23,"Women",24.36,10.08,5.21,3.49,2.7,0.51,0.21,0.11,0.07,0.06,24.09,9.92,5.2,3.31,2.83,71.32,81.24,86.44,89.75,92.58
"Belgium",1896,0,49.77,"Women",23.88,9.74,5.14,3.52,2.77,0.47,0.19,0.1,0.07,0.06,23.39,9.46,4.98,3.48,2.99,73.16,82.62,87.6,91.08,94.07
"Belgium",1897,0,50.59,"Women",23.5,9.41,4.97,3.42,2.7,0.46,0.18,0.1,0.07,0.05,23.27,9.11,5.06,3.54,2.53,73.86,82.97,88.03,91.57,94.1
"Belgium",1898,0,50.04,"Women",23.83,9.59,5.05,3.46,2.71,0.47,0.19,0.1,0.07,0.05,23.52,9.51,5,3.5,2.5,73.56,83.07,88.07,91.57,94.07
"Belgium",1899,0,48.23,"Women",24.21,9.84,5.06,3.4,2.64,0.5,0.2,0.1,0.07,0.05,24.11,9.65,4.82,3.38,2.41,72.34,81.99,86.81,90.19,92.6
"Belgium",1900,0,48.51,"Women",23.69,9.6,5.01,3.41,2.66,0.48,0.2,0.1,0.07,0.05,23.28,9.7,4.85,3.4,2.43,71.79,81.49,86.34,89.74,92.17
"Belgium",1901,0,51.21,"Women",23.13,9.18,4.89,3.39,2.67,0.45,0.18,0.09,0.07,0.05,23.04,9.22,4.61,3.58,2.56,74.25,83.47,88.08,91.66,94.22
"Belgium",1902,0,50.82,"Women",23.16,9.21,4.88,3.37,2.65,0.45,0.18,0.1,0.07,0.05,22.87,9.15,5.08,3.56,2.54,73.69,82.84,87.92,91.48,94.02
"Belgium",1903,0,51.01,"Women",23.42,9.29,4.9,3.38,2.66,0.45,0.18,0.1,0.07,0.05,22.95,9.18,5.1,3.57,2.55,73.96,83.14,88.24,91.81,94.36
"Belgium",1904,0,50.84,"Women",23.33,9.24,4.88,3.36,2.64,0.45,0.18,0.09,0.07,0.05,22.88,9.15,4.58,3.56,2.54,73.72,82.87,87.45,91.01,93.55
"Belgium",1905,0,51.68,"Women",22.77,8.97,4.83,3.39,2.71,0.44,0.17,0.09,0.07,0.05,22.74,8.79,4.65,3.62,2.58,74.42,83.21,87.86,91.48,94.06
"Belgium",1906,0,51.34,"Women",23.04,9.02,4.78,3.33,2.64,0.44,0.17,0.09,0.06,0.05,22.59,8.73,4.62,3.08,2.57,73.93,82.66,87.28,90.36,92.93
"Belgium",1907,0,52.78,"Women",22.14,8.56,4.61,3.24,2.58,0.42,0.16,0.09,0.06,0.05,22.17,8.44,4.75,3.17,2.64,74.95,83.39,88.14,91.31,93.95
"Belgium",1908,0,51.38,"Women",22.68,8.85,4.71,3.28,2.6,0.44,0.17,0.09,0.06,0.05,22.61,8.73,4.62,3.08,2.57,73.99,82.72,87.34,90.42,92.99
"Belgium",1909,0,52.4,"Women",22.27,8.54,4.53,3.16,2.52,0.42,0.16,0.09,0.06,0.05,22.01,8.38,4.72,3.14,2.62,74.41,82.79,87.51,90.65,93.27
"Belgium",1910,0,52.99,"Women",22.43,8.63,4.64,3.26,2.6,0.42,0.16,0.09,0.06,0.05,22.26,8.48,4.77,3.18,2.65,75.25,83.73,88.5,91.68,94.33
"Belgium",1911,0,51.12,"Women",23.04,8.87,4.57,3.12,2.45,0.45,0.17,0.09,0.06,0.05,23,8.69,4.6,3.07,2.56,74.12,82.81,87.41,90.48,93.04
"Belgium",1912,0,54.08,"Women",21.55,8.17,4.4,3.09,2.46,0.39,0.15,0.08,0.06,0.05,21.09,8.11,4.33,3.24,2.7,75.17,83.28,87.61,90.85,93.55
"Belgium",1913,0,54.37,"Women",21.64,8.14,4.36,3.06,2.43,0.39,0.15,0.08,0.06,0.04,21.2,8.16,4.35,3.26,2.17,75.57,83.73,88.08,91.34,93.51
"Belgium",1914,0,NA,"Women",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium",1915,0,NA,"Women",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium",1916,0,NA,"Women",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium",1917,0,NA,"Women",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium",1918,0,NA,"Women",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium",1919,0,51.08,"Women",22.76,8.97,4.71,3.23,2.53,0.44,0.17,0.09,0.06,0.05,22.48,8.68,4.6,3.06,2.55,73.56,82.24,86.84,89.9,92.45
"Belgium",1920,0,55.94,"Women",21.05,8.09,4.53,3.26,2.61,0.37,0.14,0.08,0.06,0.05,20.7,7.83,4.48,3.36,2.8,76.64,84.47,88.95,92.31,95.11
"Belgium",1921,0,56.37,"Women",20.89,7.92,4.42,3.17,2.53,0.37,0.14,0.08,0.06,0.04,20.86,7.89,4.51,3.38,2.25,77.23,85.12,89.63,93.01,95.26
"Belgium",1922,0,56.87,"Women",19.99,7.61,4.39,3.23,2.62,0.35,0.13,0.08,0.06,0.05,19.9,7.39,4.55,3.41,2.84,76.77,84.16,88.71,92.12,94.96
"Belgium",1923,0,58.6,"Women",19.61,7.47,4.37,3.24,2.64,0.33,0.13,0.07,0.05,0.04,19.34,7.62,4.1,2.93,2.34,77.94,85.56,89.66,92.59,94.93
"Belgium",1924,0,59.22,"Women",19.35,7.39,4.34,3.21,2.61,0.32,0.12,0.07,0.05,0.04,18.95,7.11,4.15,2.96,2.37,78.17,85.28,89.43,92.39,94.76
"Belgium",1925,0,58.95,"Women",19.62,7.39,4.26,3.12,2.53,0.33,0.12,0.07,0.05,0.04,19.45,7.07,4.13,2.95,2.36,78.4,85.47,89.6,92.55,94.91
"Belgium",1926,0,58.73,"Women",19.65,7.39,4.26,3.14,2.55,0.33,0.12,0.07,0.05,0.04,19.38,7.05,4.11,2.94,2.35,78.11,85.16,89.27,92.21,94.56
"Belgium",1927,0,58.92,"Women",19.25,7.24,4.19,3.07,2.48,0.32,0.12,0.07,0.05,0.04,18.85,7.07,4.12,2.95,2.36,77.77,84.84,88.96,91.91,94.27
"Belgium",1928,0,59.33,"Women",19.22,7.35,4.31,3.17,2.56,0.32,0.12,0.07,0.05,0.04,18.99,7.12,4.15,2.97,2.37,78.32,85.44,89.59,92.56,94.93
"Belgium",1929,0,56.95,"Women",19.76,7.42,4.19,3.03,2.43,0.34,0.13,0.07,0.05,0.04,19.36,7.4,3.99,2.85,2.28,76.31,83.71,87.7,90.55,92.83
"Belgium",1930,0,59.23,"Women",19.71,7.5,4.38,3.22,2.61,0.33,0.13,0.07,0.05,0.04,19.55,7.7,4.15,2.96,2.37,78.78,86.48,90.63,93.59,95.96
"Belgium",1931,0,60.48,"Women",18.41,6.95,4.08,2.99,2.41,0.3,0.11,0.07,0.05,0.04,18.14,6.65,4.23,3.02,2.42,78.62,85.27,89.5,92.52,94.94
"Belgium",1932,0,60.44,"Women",18.49,6.98,4.15,3.09,2.52,0.3,0.11,0.07,0.05,0.04,18.13,6.65,4.23,3.02,2.42,78.57,85.22,89.45,92.47,94.89
"Belgium",1933,0,60.64,"Women",18.44,6.96,4.14,3.08,2.51,0.3,0.11,0.07,0.05,0.04,18.19,6.67,4.24,3.03,2.43,78.83,85.5,89.74,92.77,95.2
"Belgium",1934,0,62.32,"Women",18.15,7.01,4.3,3.26,2.68,0.29,0.11,0.07,0.05,0.04,18.07,6.86,4.36,3.12,2.49,80.39,87.25,91.61,94.73,97.22
"Belgium",1935,0,62.01,"Women",17.85,6.76,4.06,3.02,2.46,0.29,0.11,0.06,0.05,0.04,17.98,6.82,3.72,3.1,2.48,79.99,86.81,90.53,93.63,96.11
"Belgium",1936,0,62.18,"Women",17.98,6.82,4.11,3.07,2.5,0.29,0.11,0.07,0.05,0.04,18.03,6.84,4.35,3.11,2.49,80.21,87.05,91.4,94.51,97
"Belgium",1937,0,62.07,"Women",17.84,6.71,3.99,2.95,2.39,0.29,0.11,0.06,0.05,0.04,18,6.83,3.72,3.1,2.48,80.07,86.9,90.62,93.72,96.2
"Belgium",1938,0,62.47,"Women",17.68,6.71,4.04,3.01,2.46,0.28,0.11,0.06,0.05,0.04,17.49,6.87,3.75,3.12,2.5,79.96,86.83,90.58,93.7,96.2
"Belgium",1939,0,62.37,"Women",17.29,6.46,3.87,2.87,2.34,0.27,0.1,0.06,0.05,0.04,16.84,6.24,3.74,3.12,2.49,79.21,85.45,89.19,92.31,94.8
"Belgium",1940,0,60.73,"Women",17.93,6.66,3.89,2.85,2.3,0.29,0.11,0.06,0.05,0.04,17.61,6.68,3.64,3.04,2.43,78.34,85.02,88.66,91.7,94.13
"Belgium",1941,0,61.73,"Women",17.72,6.47,3.78,2.78,2.25,0.28,0.1,0.06,0.04,0.04,17.28,6.17,3.7,2.47,2.47,79.01,85.18,88.88,91.35,93.82
"Belgium",1942,0,61.96,"Women",17.69,6.48,3.79,2.8,2.27,0.28,0.1,0.06,0.04,0.04,17.35,6.2,3.72,2.48,2.48,79.31,85.51,89.23,91.71,94.19
"Belgium",1943,0,62.91,"Women",17.87,6.64,3.96,2.96,2.41,0.28,0.1,0.06,0.05,0.04,17.61,6.29,3.77,3.15,2.52,80.52,86.81,90.58,93.73,96.25
"Belgium",1944,0,60.76,"Women",18.63,6.91,3.97,2.9,2.34,0.3,0.11,0.06,0.05,0.04,18.23,6.68,3.65,3.04,2.43,78.99,85.67,89.32,92.36,94.79
"Belgium",1945,0,61.27,"Women",18.7,6.87,4.02,2.98,2.43,0.3,0.11,0.07,0.05,0.04,18.38,6.74,4.29,3.06,2.45,79.65,86.39,90.68,93.74,96.19
"Belgium",1946,0,64.82,"Women",16.77,6.31,3.9,2.96,2.44,0.26,0.1,0.06,0.05,0.04,16.85,6.48,3.89,3.24,2.59,81.67,88.15,92.04,95.28,97.87
"Belgium",1947,0,66.19,"Women",15.84,6.04,3.79,2.89,2.37,0.24,0.09,0.06,0.04,0.04,15.89,5.96,3.97,2.65,2.65,82.08,88.04,92.01,94.66,97.31
"Belgium",1948,0,67.6,"Women",15.09,5.92,3.79,2.9,2.38,0.22,0.09,0.06,0.04,0.04,14.87,6.08,4.06,2.7,2.7,82.47,88.55,92.61,95.31,98.01
"Belgium",1949,0,68.06,"Women",14.44,5.67,3.67,2.83,2.35,0.21,0.08,0.05,0.04,0.03,14.29,5.44,3.4,2.72,2.04,82.35,87.79,91.19,93.91,95.95
"Belgium",1950,0,68.89,"Women",14.1,5.6,3.64,2.8,2.31,0.2,0.08,0.05,0.04,0.03,13.78,5.51,3.44,2.76,2.07,82.67,88.18,91.62,94.38,96.45
"Belgium",1951,0,69.28,"Women",13.59,5.4,3.51,2.7,2.23,0.19,0.08,0.05,0.04,0.03,13.16,5.54,3.46,2.77,2.08,82.44,87.98,91.44,94.21,96.29
